Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer,Needed_Humidity,Crop,Days_to_Harvest
105,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
110,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,170
115,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,170
120,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,170
125,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,170
130,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
135,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
140,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
145,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
150,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,172
100,60,40,6,800,25,12:32:16 NPK,55,Cotton,170
105,60,40,6,800,25,12:32:16 NPK,55,Cotton,169
110,60,40,6,800,25,12:32:16 NPK,55,Cotton,169
115,60,40,6,800,25,12:32:16 NPK,55,Cotton,169
120,60,40,6,800,25,12:32:16 NPK,55,Cotton,169
100,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,170
105,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
110,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
115,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
120,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
100,70,50,7,1000,35,12:32:16 NPK,55,Cotton,172
105,70,50,7,1000,35,12:32:16 NPK,55,Cotton,171
110,70,50,7,1000,35,12:32:16 NPK,55,Cotton,171
115,70,50,7,1000,35,12:32:16 NPK,55,Cotton,171
120,70,50,7,1000,35,12:32:16 NPK,55,Cotton,171
100,75,55,7.5,800,25,12:32:16 NPK,55,Cotton,170
105,75,55,7.5,800,25,12:32:16 NPK,55,Cotton,169
110,75,55,7.5,800,25,12:32:16 NPK,55,Cotton,169
115,75,55,7.5,800,25,12:32:16 NPK,55,Cotton,169
120,75,55,7.5,800,25,12:32:16 NPK,55,Cotton,169
100,80,60,6,900,30,12:32:16 NPK,55,Cotton,170
105,80,60,6,900,30,12:32:16 NPK,55,Cotton,170
110,80,60,6,900,30,12:32:16 NPK,55,Cotton,169
115,80,60,6,900,30,12:32:16 NPK,55,Cotton,169
120,80,60,6,900,30,12:32:16 NPK,55,Cotton,169
100,60,65,6.5,1000,35,12:32:16 NPK,55,Cotton,170
105,60,65,6.5,1000,35,12:32:16 NPK,55,Cotton,170
110,60,65,6.5,1000,35,12:32:16 NPK,55,Cotton,169
115,60,65,6.5,1000,35,12:32:16 NPK,55,Cotton,169
120,60,65,6.5,1000,35,12:32:16 NPK,55,Cotton,169
100,65,40,7,800,25,12:32:16 NPK,55,Cotton,170
105,65,40,7,800,25,12:32:16 NPK,55,Cotton,170
110,65,40,7,800,25,12:32:16 NPK,55,Cotton,170
115,65,40,7,800,25,12:32:16 NPK,55,Cotton,169
120,65,40,7,800,25,12:32:16 NPK,55,Cotton,169
100,70,45,7.5,900,30,12:32:16 NPK,55,Cotton,170
105,70,45,7.5,900,30,12:32:16 NPK,55,Cotton,170
110,70,45,7.5,900,30,12:32:16 NPK,55,Cotton,170
115,70,45,7.5,900,30,12:32:16 NPK,55,Cotton,169
120,70,45,7.5,900,30,12:32:16 NPK,55,Cotton,169
100,75,50,6,1000,35,12:32:16 NPK,55,Cotton,172
105,75,50,6,1000,35,12:32:16 NPK,55,Cotton,172
110,75,50,6,1000,35,12:32:16 NPK,55,Cotton,172
115,75,50,6,1000,35,12:32:16 NPK,55,Cotton,171
120,75,50,6,1000,35,12:32:16 NPK,55,Cotton,171
100,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,170
105,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,170
110,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,170
115,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,169
120,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,169
100,60,60,7,900,30,12:32:16 NPK,55,Cotton,167
105,60,60,7,900,30,12:32:16 NPK,55,Cotton,167
110,60,60,7,900,30,12:32:16 NPK,55,Cotton,167
115,60,60,7,900,30,12:32:16 NPK,55,Cotton,167
120,60,60,7,900,30,12:32:16 NPK,55,Cotton,167
100,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
105,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
110,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
115,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
120,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
100,70,40,6,800,25,12:32:16 NPK,55,Cotton,171
105,70,40,6,800,25,12:32:16 NPK,55,Cotton,170
110,70,40,6,800,25,12:32:16 NPK,55,Cotton,170
115,70,40,6,800,25,12:32:16 NPK,55,Cotton,170
120,70,40,6,800,25,12:32:16 NPK,55,Cotton,170
100,75,45,6.5,900,30,12:32:16 NPK,55,Cotton,171
105,75,45,6.5,900,30,DAP,55,Cotton,171
110,75,45,6.5,900,30,DAP,55,Cotton,170
115,75,45,6.5,900,30,DAP,55,Cotton,170
120,75,45,6.5,900,30,DAP,55,Cotton,170
100,80,50,7,1000,35,DAP,55,Cotton,173
105,80,50,7,1000,35,DAP,55,Cotton,173
110,80,50,7,1000,35,DAP,55,Cotton,172
115,80,50,7,1000,35,DAP,55,Cotton,172
120,80,50,7,1000,35,DAP,55,Cotton,172
100,60,55,7.5,800,25,DAP,55,Cotton,168
105,60,55,7.5,800,25,DAP,55,Cotton,168
110,60,55,7.5,800,25,DAP,55,Cotton,167
115,60,55,7.5,800,25,DAP,55,Cotton,167
120,60,55,7.5,800,25,DAP,55,Cotton,167
100,65,60,6,900,30,DAP,55,Cotton,168
105,65,60,6,900,30,DAP,55,Cotton,168
110,65,60,6,900,30,DAP,55,Cotton,167
115,65,60,6,900,30,DAP,55,Cotton,167
120,65,60,6,900,30,DAP,55,Cotton,167
100,70,65,6.5,1000,35,DAP,55,Cotton,171
105,70,65,6.5,1000,35,DAP,55,Cotton,171
110,70,65,6.5,1000,35,DAP,55,Cotton,170
115,70,65,6.5,1000,35,DAP,55,Cotton,170
120,70,65,6.5,1000,35,DAP,55,Cotton,170
100,75,40,7,800,25,DAP,55,Cotton,171
105,75,40,7,800,25,DAP,55,Cotton,171
110,75,40,7,800,25,DAP,55,Cotton,171
115,75,40,7,800,25,DAP,55,Cotton,170
120,75,40,7,800,25,DAP,55,Cotton,170
100,80,45,7.5,900,30,DAP,55,Cotton,171
105,80,45,7.5,900,30,DAP,55,Cotton,171
110,80,45,7.5,900,30,DAP,55,Cotton,171
115,80,45,7.5,900,30,DAP,55,Cotton,171
120,80,45,7.5,900,30,DAP,55,Cotton,171
100,60,50,6,1000,35,DAP,55,Cotton,171
105,60,50,6,1000,35,DAP,55,Cotton,170
110,60,50,6,1000,35,DAP,55,Cotton,170
115,60,50,6,1000,35,DAP,55,Cotton,170
120,60,50,6,1000,35,DAP,55,Cotton,170
100,65,55,6.5,800,25,DAP,55,Cotton,169
105,65,55,6.5,800,25,DAP,55,Cotton,168
110,65,55,6.5,800,25,DAP,55,Cotton,168
115,65,55,6.5,800,25,DAP,55,Cotton,168
120,65,55,6.5,800,25,DAP,55,Cotton,168
100,70,60,7,900,30,DAP,55,Cotton,169
105,70,60,7,900,30,DAP,55,Cotton,168
110,70,60,7,900,30,DAP,55,Cotton,168
115,70,60,7,900,30,DAP,55,Cotton,168
120,70,60,7,900,30,DAP,55,Cotton,168
100,75,65,7.5,1000,35,DAP,55,Cotton,172
105,75,65,7.5,1000,35,DAP,55,Cotton,171
110,75,65,7.5,1000,35,DAP,55,Cotton,171
115,75,65,7.5,1000,35,DAP,55,Cotton,171
120,75,65,7.5,1000,35,DAP,55,Cotton,171
100,80,40,6,800,25,DAP,55,Cotton,172
105,80,40,6,800,25,DAP,55,Cotton,172
110,80,40,6,800,25,DAP,55,Cotton,171
115,80,40,6,800,25,DAP,55,Cotton,171
120,80,40,6,800,25,DAP,55,Cotton,171
100,60,45,6.5,900,30,DAP,55,Cotton,169
105,60,45,6.5,900,30,DAP,55,Cotton,169
110,60,45,6.5,900,30,DAP,55,Cotton,169
115,60,45,6.5,900,30,DAP,55,Cotton,168
120,60,45,6.5,900,30,DAP,55,Cotton,168
100,65,50,7,1000,35,DAP,55,Cotton,171
105,65,50,7,1000,35,DAP,55,Cotton,171
110,65,50,7,1000,35,Magnesium Sulphate,55,Cotton,171
115,65,50,7,1000,35,Magnesium Sulphate,55,Cotton,170
120,65,50,7,1000,35,Magnesium Sulphate,55,Cotton,170
100,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,169
105,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,169
110,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,169
115,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,168
120,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,168
100,75,60,6,900,30,Magnesium Sulphate,55,Cotton,169
105,75,60,6,900,30,Magnesium Sulphate,55,Cotton,169
110,75,60,6,900,30,Magnesium Sulphate,55,Cotton,169
115,75,60,6,900,30,Magnesium Sulphate,55,Cotton,168
120,75,60,6,900,30,Magnesium Sulphate,55,Cotton,168
100,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
105,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
110,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
115,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,171
120,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,171
20,15,20,5.5,700,25,Urea,75,Rice,133
25,15,20,5.5,700,25,Urea,75,Rice,132
30,15,20,5.5,700,25,Urea,75,Rice,132
20,20,25,6,800,30,Urea,75,Rice,130
25,20,25,6,800,30,Urea,75,Rice,130
30,20,25,6,800,30,Urea,75,Rice,130
20,15,25,6.5,900,25,Urea,75,Rice,131
25,15,25,6.5,900,25,Urea,75,Rice,131
30,15,25,6.5,900,25,Urea,75,Rice,131
20,20,20,5.5,1000,30,Urea,75,Rice,130
25,20,20,5.5,1000,30,Urea,75,Rice,130
30,20,20,5.5,1000,30,Urea,75,Rice,129
25,20,30,6,700,25,Urea,75,Rice,131
30,20,30,6,700,25,Urea,75,Rice,131
35,20,30,6,700,25,Urea,75,Rice,130
25,25,35,6.5,800,30,Urea,75,Rice,129
30,25,35,6.5,800,30,Urea,75,Rice,128
35,25,35,6.5,800,30,Urea,75,Rice,128
25,30,40,5.5,900,25,Urea,75,Rice,128
30,30,40,5.5,900,25,Urea,75,Rice,128
35,30,40,5.5,900,25,50:26:26 NPK,75,Rice,127
25,20,35,6,1000,30,50:26:26 NPK,75,Rice,128
30,20,35,6,1000,30,50:26:26 NPK,75,Rice,128
35,20,35,6,1000,30,50:26:26 NPK,75,Rice,128
25,25,40,6.5,700,25,50:26:26 NPK,75,Rice,129
30,25,40,6.5,700,25,50:26:26 NPK,75,Rice,129
35,25,40,6.5,700,25,50:26:26 NPK,75,Rice,129
25,30,30,5.5,800,30,50:26:26 NPK,75,Rice,129
30,30,30,5.5,800,30,50:26:26 NPK,75,Rice,128
35,30,30,5.5,800,30,50:26:26 NPK,75,Rice,128
25,20,40,6,900,25,50:26:26 NPK,75,Rice,129
30,20,40,6,900,25,50:26:26 NPK,75,Rice,129
35,20,40,6,900,25,50:26:26 NPK,75,Rice,128
25,25,30,6.5,1000,30,50:26:26 NPK,75,Rice,128
30,25,30,6.5,1000,30,50:26:26 NPK,75,Rice,128
35,25,30,6.5,1000,30,50:26:26 NPK,75,Rice,128
25,30,35,5.5,700,25,50:26:26 NPK,75,Rice,129
30,30,35,5.5,700,25,50:26:26 NPK,75,Rice,129
35,30,35,5.5,700,25,50:26:26 NPK,75,Rice,129
100,60,40,6,500,15,19:19:19 NPK,55,Wheat,114
105,60,40,6,500,15,19:19:19 NPK,55,Wheat,114
110,60,40,6,500,15,19:19:19 NPK,55,Wheat,115
115,60,40,6,500,15,19:19:19 NPK,55,Wheat,115
120,60,40,6,500,15,19:19:19 NPK,55,Wheat,115
100,65,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
105,65,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
110,65,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
115,65,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
120,65,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
100,70,50,7,700,25,19:19:19 NPK,55,Wheat,113
105,70,50,7,700,25,19:19:19 NPK,55,Wheat,113
110,70,50,7,700,25,19:19:19 NPK,55,Wheat,113
115,70,50,7,700,25,19:19:19 NPK,55,Wheat,114
120,70,50,7,700,25,19:19:19 NPK,55,Wheat,114
100,75,55,7.5,800,15,19:19:19 NPK,55,Wheat,114
105,75,55,7.5,800,15,19:19:19 NPK,55,Wheat,115
110,75,55,7.5,800,15,19:19:19 NPK,55,Wheat,115
115,75,55,7.5,800,15,19:19:19 NPK,55,Wheat,115
120,75,55,7.5,800,15,19:19:19 NPK,55,Wheat,115
100,80,60,6,900,20,19:19:19 NPK,55,Wheat,115
105,80,60,6,900,20,19:19:19 NPK,55,Wheat,115
110,80,60,6,900,20,19:19:19 NPK,55,Wheat,115
115,80,60,6,900,20,19:19:19 NPK,55,Wheat,116
120,80,60,6,900,20,19:19:19 NPK,55,Wheat,116
100,60,45,6.5,1000,25,Urea,55,Wheat,114
105,60,45,6.5,1000,25,Urea,55,Wheat,115
110,60,45,6.5,1000,25,Urea,55,Wheat,115
115,60,45,6.5,1000,25,Urea,55,Wheat,115
120,60,45,6.5,1000,25,Urea,55,Wheat,115
100,65,50,7,500,15,Urea,55,Wheat,114
105,65,50,7,500,15,Urea,55,Wheat,114
110,65,50,7,500,15,Urea,55,Wheat,114
115,65,50,7,500,15,Urea,55,Wheat,115
120,65,50,7,500,15,Urea,55,Wheat,115
100,70,55,7.5,600,20,Urea,55,Wheat,113
105,70,55,7.5,600,20,Urea,55,Wheat,113
110,70,55,7.5,600,20,Urea,55,Wheat,113
115,70,55,7.5,600,20,Urea,55,Wheat,114
120,70,55,7.5,600,20,Urea,55,Wheat,114
100,75,60,6,700,25,Urea,55,Wheat,114
105,75,60,6,700,25,Urea,55,Wheat,115
110,75,60,6,700,25,Urea,55,Wheat,115
115,75,60,6,700,25,Urea,55,Wheat,115
120,75,60,6,700,25,Urea,55,Wheat,115
100,80,40,6.5,800,15,Urea,55,Wheat,115
105,80,40,6.5,800,15,Urea,55,Wheat,115
110,80,40,6.5,800,15,Urea,55,Wheat,116
115,80,40,6.5,800,15,Urea,55,Wheat,116
120,80,40,6.5,800,15,Urea,55,Wheat,116
100,60,50,7,900,20,19:19:19 NPK,55,Wheat,112
105,60,50,7,900,20,19:19:19 NPK,55,Wheat,113
110,60,50,7,900,20,19:19:19 NPK,55,Wheat,113
115,60,50,7,900,20,19:19:19 NPK,55,Wheat,113
120,60,50,7,900,20,19:19:19 NPK,55,Wheat,113
100,65,55,7.5,1000,25,19:19:19 NPK,55,Wheat,115
105,65,55,7.5,1000,25,19:19:19 NPK,55,Wheat,115
110,65,55,7.5,1000,25,19:19:19 NPK,55,Wheat,115
115,65,55,7.5,1000,25,19:19:19 NPK,55,Wheat,116
120,65,55,7.5,1000,25,19:19:19 NPK,55,Wheat,116
100,70,60,6,500,15,19:19:19 NPK,55,Wheat,115
105,70,60,6,500,15,19:19:19 NPK,55,Wheat,115
110,70,60,6,500,15,19:19:19 NPK,55,Wheat,116
115,70,60,6,500,15,19:19:19 NPK,55,Wheat,116
120,70,60,6,500,15,19:19:19 NPK,55,Wheat,116
100,75,40,6.5,600,20,19:19:19 NPK,55,Wheat,114
105,75,40,6.5,600,20,19:19:19 NPK,55,Wheat,114
110,75,40,6.5,600,20,19:19:19 NPK,55,Wheat,114
115,75,40,6.5,600,20,19:19:19 NPK,55,Wheat,115
120,75,40,6.5,600,20,19:19:19 NPK,55,Wheat,115
100,80,45,7,700,25,19:19:19 NPK,55,Wheat,114
105,80,45,7,700,25,19:19:19 NPK,55,Wheat,114
110,80,45,7,700,25,19:19:19 NPK,55,Wheat,115
115,80,45,7,700,25,19:19:19 NPK,55,Wheat,115
120,80,45,7,700,25,19:19:19 NPK,55,Wheat,115
100,60,55,7.5,800,15,Urea,55,Wheat,113
105,60,55,7.5,800,15,Urea,55,Wheat,113
110,60,55,7.5,800,15,Urea,55,Wheat,114
115,60,55,7.5,800,15,Urea,55,Wheat,114
120,60,55,7.5,800,15,Urea,55,Wheat,114
100,65,60,6,900,20,Urea,55,Wheat,114
105,65,60,6,900,20,Urea,55,Wheat,114
110,65,60,6,900,20,Urea,55,Wheat,114
115,65,60,6,900,20,Urea,55,Wheat,114
120,65,60,6,900,20,Urea,55,Wheat,115
100,70,40,6.5,1000,25,Urea,55,Wheat,116
105,70,40,6.5,1000,25,Urea,55,Wheat,116
110,70,40,6.5,1000,25,Urea,55,Wheat,116
115,70,40,6.5,1000,25,Urea,55,Wheat,116
120,70,40,6.5,1000,25,Urea,55,Wheat,117
100,75,45,7,500,15,Urea,55,Wheat,115
105,75,45,7,500,15,Urea,55,Wheat,115
110,75,45,7,500,15,Urea,55,Wheat,116
115,75,45,7,500,15,Urea,55,Wheat,116
120,75,45,7,500,15,Urea,55,Wheat,116
100,80,50,7.5,600,20,Urea,55,Wheat,113
105,80,50,7.5,600,20,Urea,55,Wheat,114
110,80,50,7.5,600,20,Urea,55,Wheat,114
115,80,50,7.5,600,20,Urea,55,Wheat,114
120,80,50,7.5,600,20,Urea,55,Wheat,114
100,60,60,6,700,25,19:19:19 NPK,55,Wheat,113
105,60,60,6,700,25,19:19:19 NPK,55,Wheat,113
110,60,60,6,700,25,19:19:19 NPK,55,Wheat,114
115,60,60,6,700,25,19:19:19 NPK,55,Wheat,114
120,60,60,6,700,25,19:19:19 NPK,55,Wheat,114
100,65,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
105,65,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
110,65,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
115,65,40,6.5,800,15,19:19:19 NPK,55,Wheat,115
120,65,40,6.5,800,15,19:19:19 NPK,55,Wheat,115
100,70,45,7,900,20,19:19:19 NPK,55,Wheat,113
105,70,45,7,900,20,19:19:19 NPK,55,Wheat,114
110,70,45,7,900,20,19:19:19 NPK,55,Wheat,114
115,70,45,7,900,20,19:19:19 NPK,55,Wheat,114
120,70,45,7,900,20,19:19:19 NPK,55,Wheat,114
100,75,50,7.5,1000,25,19:19:19 NPK,55,Wheat,115
105,75,50,7.5,1000,25,19:19:19 NPK,55,Wheat,115
110,75,50,7.5,1000,25,19:19:19 NPK,55,Wheat,116
115,75,50,7.5,1000,25,19:19:19 NPK,55,Wheat,116
120,75,50,7.5,1000,25,19:19:19 NPK,55,Wheat,116
100,80,55,6,500,15,19:19:19 NPK,55,Wheat,116
105,80,55,6,500,15,19:19:19 NPK,55,Wheat,116
110,80,55,6,500,15,19:19:19 NPK,55,Wheat,116
115,80,55,6,500,15,19:19:19 NPK,55,Wheat,116
120,80,55,6,500,15,19:19:19 NPK,55,Wheat,117
100,40,40,6,500,15,Urea,55,Wheat,115
105,40,40,6,500,15,Urea,55,Wheat,115
110,40,40,6,500,15,Urea,55,Wheat,115
115,40,40,6,500,15,Urea,55,Wheat,115
120,40,40,6,500,15,Urea,55,Wheat,116
100,45,45,6.5,600,20,Urea,55,Wheat,112
105,45,45,6.5,600,20,Urea,55,Wheat,112
110,45,45,6.5,600,20,Urea,55,Wheat,113
115,45,45,6.5,600,20,Urea,55,Wheat,113
120,45,45,6.5,600,20,Urea,55,Wheat,113
100,50,50,7,700,25,Urea,55,Wheat,112
105,50,50,7,700,25,Urea,55,Wheat,112
110,50,50,7,700,25,Urea,55,Wheat,112
115,50,50,7,700,25,Urea,55,Wheat,113
120,50,50,7,700,25,Urea,55,Wheat,113
100,55,55,7.5,800,15,Urea,55,Wheat,113
105,55,55,7.5,800,15,Urea,55,Wheat,113
110,55,55,7.5,800,15,Urea,55,Wheat,113
115,55,55,7.5,800,15,Urea,55,Wheat,113
120,55,55,7.5,800,15,Urea,55,Wheat,114
100,60,60,6,900,20,Urea,55,Wheat,113
105,60,60,6,900,20,Urea,55,Wheat,113
110,60,60,6,900,20,Urea,55,Wheat,114
115,60,60,6,900,20,Urea,55,Wheat,114
120,60,60,6,900,20,Urea,55,Wheat,114
100,40,45,6.5,1000,25,19:19:19 NPK,55,Wheat,115
105,40,45,6.5,1000,25,19:19:19 NPK,55,Wheat,115
110,40,45,6.5,1000,25,19:19:19 NPK,55,Wheat,115
115,40,45,6.5,1000,25,19:19:19 NPK,55,Wheat,116
120,40,45,6.5,1000,25,19:19:19 NPK,55,Wheat,116
100,45,50,7,500,15,19:19:19 NPK,55,Wheat,114
105,45,50,7,500,15,19:19:19 NPK,55,Wheat,114
110,45,50,7,500,15,19:19:19 NPK,55,Wheat,114
115,45,50,7,500,15,19:19:19 NPK,55,Wheat,114
120,45,50,7,500,15,19:19:19 NPK,55,Wheat,114
100,50,55,7.5,600,20,19:19:19 NPK,55,Wheat,112
105,50,55,7.5,600,20,19:19:19 NPK,55,Wheat,112
110,50,55,7.5,600,20,19:19:19 NPK,55,Wheat,112
115,50,55,7.5,600,20,19:19:19 NPK,55,Wheat,113
120,50,55,7.5,600,20,19:19:19 NPK,55,Wheat,113
100,55,60,6,700,25,19:19:19 NPK,55,Wheat,113
105,55,60,6,700,25,19:19:19 NPK,55,Wheat,113
110,55,60,6,700,25,19:19:19 NPK,55,Wheat,113
115,55,60,6,700,25,19:19:19 NPK,55,Wheat,113
120,55,60,6,700,25,19:19:19 NPK,55,Wheat,114
100,60,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
105,60,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
110,60,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
115,60,40,6.5,800,15,19:19:19 NPK,55,Wheat,114
120,60,40,6.5,800,15,19:19:19 NPK,55,Wheat,115
100,40,50,7,900,20,Urea,55,Wheat,113
105,40,50,7,900,20,Urea,55,Wheat,113
110,40,50,7,900,20,Urea,55,Wheat,113
115,40,50,7,900,20,Urea,55,Wheat,113
120,40,50,7,900,20,Urea,55,Wheat,114
100,45,55,7.5,1000,25,Urea,55,Wheat,114
105,45,55,7.5,1000,25,Urea,55,Wheat,115
110,45,55,7.5,1000,25,Urea,55,Wheat,115
115,45,55,7.5,1000,25,Urea,55,Wheat,115
120,45,55,7.5,1000,25,Urea,55,Wheat,115
100,50,60,6,500,15,Urea,55,Wheat,114
105,50,60,6,500,15,Urea,55,Wheat,114
110,50,60,6,500,15,Urea,55,Wheat,114
115,50,60,6,500,15,Urea,55,Wheat,115
120,50,60,6,500,15,Urea,55,Wheat,115
100,55,40,6.5,600,20,Urea,55,Wheat,112
105,55,40,6.5,600,20,Urea,55,Wheat,112
110,55,40,6.5,600,20,Urea,55,Wheat,113
115,55,40,6.5,600,20,Urea,55,Wheat,113
120,55,40,6.5,600,20,Urea,55,Wheat,113
100,60,45,7,700,25,Urea,55,Wheat,113
105,60,45,7,700,25,Urea,55,Wheat,113
110,60,45,7,700,25,Urea,55,Wheat,113
115,60,45,7,700,25,Urea,55,Wheat,113
120,60,45,7,700,25,Urea,55,Wheat,114
100,40,55,7.5,800,15,19:19:19 NPK,55,Wheat,114
105,40,55,7.5,800,15,19:19:19 NPK,55,Wheat,114
110,40,55,7.5,800,15,19:19:19 NPK,55,Wheat,114
115,40,55,7.5,800,15,19:19:19 NPK,55,Wheat,114
120,40,55,7.5,800,15,19:19:19 NPK,55,Wheat,115
100,45,60,6,900,20,19:19:19 NPK,55,Wheat,113
105,45,60,6,900,20,19:19:19 NPK,55,Wheat,113
110,45,60,6,900,20,19:19:19 NPK,55,Wheat,114
115,45,60,6,900,20,19:19:19 NPK,55,Wheat,114
120,45,60,6,900,20,19:19:19 NPK,55,Wheat,114
100,50,40,6.5,1000,25,19:19:19 NPK,55,Wheat,114
105,50,40,6.5,1000,25,19:19:19 NPK,55,Wheat,115
110,50,40,6.5,1000,25,19:19:19 NPK,55,Wheat,115
115,50,40,6.5,1000,25,19:19:19 NPK,55,Wheat,115
120,50,40,6.5,1000,25,19:19:19 NPK,55,Wheat,115
100,55,45,7,500,15,19:19:19 NPK,55,Wheat,113
105,55,45,7,500,15,19:19:19 NPK,55,Wheat,114
110,55,45,7,500,15,19:19:19 NPK,55,Wheat,114
115,55,45,7,500,15,19:19:19 NPK,55,Wheat,114
120,55,45,7,500,15,19:19:19 NPK,55,Wheat,114
100,60,50,7.5,600,20,19:19:19 NPK,55,Wheat,112
105,60,50,7.5,600,20,19:19:19 NPK,55,Wheat,112
110,60,50,7.5,600,20,19:19:19 NPK,55,Wheat,112
115,60,50,7.5,600,20,19:19:19 NPK,55,Wheat,112
120,60,50,7.5,600,20,19:19:19 NPK,55,Wheat,113
100,40,60,6,700,25,Urea,55,Wheat,114
105,40,60,6,700,25,Urea,55,Wheat,114
110,40,60,6,700,25,Urea,55,Wheat,114
115,40,60,6,700,25,Urea,55,Wheat,114
120,40,60,6,700,25,Urea,55,Wheat,115
100,45,40,6.5,800,15,Urea,55,Wheat,114
105,45,40,6.5,800,15,Urea,55,Wheat,114
110,45,40,6.5,800,15,Urea,55,Wheat,114
115,45,40,6.5,800,15,Urea,55,Wheat,114
120,45,40,6.5,800,15,Urea,55,Wheat,115
100,50,45,7,900,20,Urea,55,Wheat,112
105,50,45,7,900,20,Urea,55,Wheat,113
110,50,45,7,900,20,Urea,55,Wheat,113
115,50,45,7,900,20,Urea,55,Wheat,113
120,50,45,7,900,20,Urea,55,Wheat,113
100,55,50,7.5,1000,25,Urea,55,Wheat,114
105,55,50,7.5,1000,25,Urea,55,Wheat,114
110,55,50,7.5,1000,25,Urea,55,Wheat,114
115,55,50,7.5,1000,25,Urea,55,Wheat,114
120,55,50,7.5,1000,25,Urea,55,Wheat,115
100,60,55,6,500,15,Urea,55,Wheat,114
105,60,55,6,500,15,Urea,55,Wheat,114
110,60,55,6,500,15,Urea,55,Wheat,114
115,60,55,6,500,15,Urea,55,Wheat,115
120,60,55,6,500,15,Urea,55,Wheat,115
60,40,40,6,500,15,19:19:19 NPK,55,Wheat,116
65,40,40,6,500,15,19:19:19 NPK,55,Wheat,116
70,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
75,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
80,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
85,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
90,40,40,6,500,15,19:19:19 NPK,55,Wheat,114
95,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
100,40,40,6,500,15,19:19:19 NPK,55,Wheat,115
60,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
65,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
70,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
75,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,113
80,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,112
85,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,112
90,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,112
95,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,112
100,45,45,6.5,600,20,19:19:19 NPK,55,Wheat,112
60,55,55,7,700,25,19:19:19 NPK,55,Wheat,113
65,55,55,7,700,25,19:19:19 NPK,55,Wheat,113
70,55,55,7,700,25,19:19:19 NPK,55,Wheat,113
75,55,55,7,700,25,19:19:19 NPK,55,Wheat,113
